卖家Id,卖家入驻闲鱼时长,卖家卖出商品数量,卖家职业,卖家访问闲鱼频率,卖家芝麻评级,卖家芝麻信用,卖家发货地址,商品标题,商品状态,商品划线价格,商品售价,商品数量,商品邮费,商品浏览数,商品想要人数,商品点赞数,商品同款信息,商品描述
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,阿迪运动休闲连帽外套 尺寸XXL号 正品 9成新 无破损拍前,已售出,0,45,0,0,363,16,0,无同款商品信息,"阿迪运动休闲连帽外套 尺寸XXL号 正品 9成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我
多多光临  # 二手旧衣物"
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,耐克男款帽衫卫衣 正品 8成新 无破损拍前请看好图片尺寸 售,在售,0,45,1,0,118,1,0,无同款商品信息,"耐克男款帽衫卫衣 正品 8成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我
多多光临  # 二手旧衣物"
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,Nike耐克男款运动休闲阔腿裤 尺寸XXL/185/88A,在售,0,50,1,0,310,5,0,无同款商品信息,"Nike耐克男款运动休闲阔腿裤 尺寸XXL/185/88A 正品 9成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我
多多光临  # 二手旧衣物"
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,Nike耐克男款休闲夹克外套 尺寸：XXL/185/100A,在售,0,65,1,0,86,1,0,无同款商品信息,"Nike耐克男款休闲夹克外套 尺寸：XXL/185/100A 正品 9成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我
多多光临  # 二手旧衣物"
31851861,来闲鱼599天了,卖出过113件宝贝,雅诗兰黛产品均是专柜货源～不信勿扰！,连续5天来过,A,信用极好,苏州,加绒加厚长袖运动套装，小朋友只穿过几次。八九成新。尺码S，尺,在售,0,50,1,0,160,1,0,无同款商品信息,"加绒加厚长袖运动套装，小朋友只穿过几次。八九成新。尺码S，尺码表如图。
二手商品不退不换！"
2299435501,来闲鱼1684天了,卖出过125件宝贝,,刚刚来过,A,信用极好,烟台,NIKE迷彩针织外套， 便宜甩 橙色看图，很不错，北京奥特莱,在售,0,199,1,12,5,0,0,无同款商品信息,NIKE迷彩针织外套， 便宜甩 橙色看图，很不错，北京奥特莱斯买的，l码，适合175到180身材适中的兄弟，当时500多买的，发票可以找找，保正，这个配色很帅，细节处看图，老规矩顺丰到付，二手物品非真假不退不换，爽快包邮
2632349808,来闲鱼1159天了,卖出过11件宝贝,,连续2天来过,C,信用良好,襄阳,阿迪达斯哈登短裤 50包邮 m 二手不退,在售,0,50,1,0,36,1,0,无同款商品信息,"阿迪达斯哈登短裤 50包邮 m 二手不退
感兴趣的话点“我想要”和我私聊吧～"
56430027,来闲鱼1645天了,卖出过77件宝贝,自由职业行业销售,12分钟前来过,A,信用极好,大连,春秋季 Adidas 阿迪达斯 女 夹克 立领运动休闲卫衣,在售,499,40,1,10,332,11,20,无同款商品信息,"春秋季 Adidas 阿迪达斯 女 夹克 立领运动休闲卫衣 
码:170，贴身运动服，适合115斤以下，
二手衣服多少都有点瑕疵，二手要求不高的不要错过，邮寄后不退不换"
2.20416E+12,来闲鱼332天了,卖出过57件宝贝,喜欢摄影、绿植、宠物、时尚、运动、音乐、娱乐、DIY、居家、数码,连续3天来过,A,信用极好,北京,jordan 半袖 L码,在售,0,49,1,0,73,5,0,无同款商品信息,"jordan 半袖 L码
个人二手，正品。尺码L 偏小-长65/宽46/ 售出非真假问题不退不换。包邮"
646576925,来闲鱼639天了,卖出过131件宝贝,闲置物品售出不退不换,42分钟前来过,B,信用优秀,呼伦贝尔,运动健身瑜伽短袖   两件打包价28元包邮，不议价  弹性大,在售,150,28,1,0,76,3,2,无同款商品信息,"运动健身瑜伽短袖   两件打包价28元包邮，不议价  弹性大    两件都是平铺胸围88
衣长62  还可以拉伸   140斤以下都可以穿
9.5新   当时买的一件大约七八十的样子
低价转   二手闲置衣物不退不换哦
本交易仅支持自提、当面交易、邮寄"
797642272,来闲鱼441天了,卖出过159件宝贝,宝妈一枚,31分钟前来过,A,信用极好,天津,HM，李宁，优衣库，阿迪达斯短裤，都是商场购买保证正品。阿迪,在售,0,35,1,0,99,3,0,无同款商品信息,HM，李宁，优衣库，阿迪达斯短裤，都是商场购买保证正品。阿迪达斯优衣库穿的比较多。二手服装不退不换。
1998617703,来闲鱼1122天了,卖出过44件宝贝,华南农业大学毕业,连续5天来过,A,信用极好,广州,Nike耐克黑色运动长裤XL码,在售,0,39.9,1,0,1096,12,0,无同款商品信息,"Nike耐克黑色运动长裤XL码 
七成新，没损坏，没起球。宽度33CM，长度91CM，手工测量稍有误差。
本人身高160CM，体重45kg，穿上合适，仅供参考。二手衣物售出不退不换，请考虑好再下单。"
919297852,来闲鱼1565天了,卖出过24件宝贝,其他学校毕业,2小时前来过,A,信用极好,青岛,拉夏贝尔男装的裤子,在售,0,30,1,0,76,1,0,无同款商品信息,"拉夏贝尔男装的裤子
男针织
有一处很小的地方漏线了 正好在膝盖造型缝处
看不出来
适合：身高173-180 体重130-145
二手服装，不退不换！"
919297852,来闲鱼1565天了,卖出过24件宝贝,其他学校毕业,2小时前来过,A,信用极好,青岛,拉夏贝尔男装的裤子,在售,0,30,1,0,77,1,0,无同款商品信息,"拉夏贝尔男装的裤子
男针织
有一处很小的地方漏线了 正好在膝盖造型缝处
看不出来
适合：身高173-180 体重130-145
二手服装，不退不换！"
919297852,来闲鱼1565天了,卖出过24件宝贝,其他学校毕业,2小时前来过,A,信用极好,青岛,拉夏贝尔男装的裤子,在售,0,30,1,0,78,1,0,无同款商品信息,"拉夏贝尔男装的裤子
男针织
有一处很小的地方漏线了 正好在膝盖造型缝处
看不出来
适合：身高173-180 体重130-145
二手服装，不退不换！"
154584068,来闲鱼1421天了,卖出过311件宝贝,自由职业行业行政,51分钟前来过,A,信用极好,忻州,Adidas/阿迪达斯 防风休闲运动外套,在售,0,35.2,1,0,215,1,0,无同款商品信息,"Adidas/阿迪达斯 防风休闲运动外套
新旧程度 :保守8成新，三道杠有些掉
转手原因 :衣服太多了出一点闲置的衣服
入手渠道 :实体店
⭕二手衣物概不退货
❌接收超低议价"
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,Adidas阿迪聚酯纤维休闲运动外套 XL 衣长67cm 胸,在售,0,65,1,0,110,5,0,无同款商品信息,"Adidas阿迪聚酯纤维休闲运动外套 XL 衣长67cm 胸围100cm 正品 9成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我 多多光临支持
# 二手旧衣物"
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,Nike耐克女款连帽外套 尺码：M/160/84A,已售出,0,65,0,0,47,1,0,无同款商品信息,"Nike耐克女款连帽外套 尺码：M/160/84A
正品 9成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我
多多光临  # 二手旧衣物"
429951191,来闲鱼123天了,卖出过57件宝贝,店铺上新 ，欢迎您进来看看，全是阿迪耐克二手正品货源 ，喜欢的朋友点个关注支持下，谢谢！,2小时前来过,A,信用极好,阜新,阿迪三叶草运动休闲外套  尺寸M衣长66cm,在售,0,65,1,0,97,3,0,无同款商品信息,"阿迪三叶草运动休闲外套  尺寸M衣长66cm
胸围100cm 正品 9成新 无破损拍前请看好图片尺寸 售出不退换 不议价 所有衣物都是二手品牌回收店的正品衣物  内标齐全  价格很低  只求喜欢的朋友能多多关注我
多多光临  # 二手旧衣物"
2.20784E+12,来闲鱼69天了,卖出过78件宝贝,自由职业行业创始人,6分钟前来过,B,信用优秀,吉林,二手正品耐克短袖 瑕疵最后图，有个黑点，便宜出,在售,0,45,1,0,33,2,0,无同款商品信息,"二手正品耐克短袖 瑕疵最后图，有个黑点，便宜出
尺码xl
新旧程度：8新
入手渠道 ：专柜
主页还有其他款，随手点个关注，持续更新上架，总有一款适合您！

1.只售正品，支持全宇宙鉴定
2.价格均为实价，信息没有及时回复，请自助下单，看到后我会回复确认。
3.默认圆通，偏远地区或者要顺丰邮费另算。
4.图片都是手机原相机实拍，所见即所得。不用担心拿到手衣服和图片的不一样。
5.二手物品，售出非真假问题不退换，请买前看好！问好！
6.衣服会打包好寄出，外包装不会注明二手衣服，请放心。
7.发货时间一般当天发出，最晚隔天，有特殊情况会说明。
8.服装鞋子已经消毒，请放心穿着！
9.购买与否，相识既缘分，随手点个关注，会持续上货，感谢支持。
耐克 阿迪达斯AJ乔丹  安德玛 纽百伦 锐步MLB 斐乐 DK 科比麦迪詹姆斯霍华德欧文利拉德 保罗  哈登 字母歌 艾弗森 李宁361 安踏"
3991505853,来闲鱼571天了,卖出过21件宝贝,法律/会计/咨询行业公关,17小时前来过,B,信用优秀,连云港,穿过3次。可以穿到120斤。二手物品不退不换，完美主义绕道。,在售,300,40,1,0,17,0,0,无同款商品信息,穿过3次。可以穿到120斤。二手物品不退不换，完美主义绕道。下单后最迟第二天发货，不议价
50094854,来闲鱼1600天了,卖出过346件宝贝,,4分钟前来过,A,信用极好,北京,中国李宁时装周卫衣，正品，云中鹤，L码，二手，成色见图，帽子,在售,0,150,1,0,128,4,0,无同款商品信息,中国李宁时装周卫衣，正品，云中鹤，L码，二手，成色见图，帽子的绳掉了一个帽，其他无瑕疵，原价699，300包邮
739068270,来闲鱼1622天了,卖出过651件宝贝,自由职业行业职业经理人,连续3天来过,A,信用极好,连云港,adidas三叶草运动T恤 BK7772 上市年份季节：20,在售,699,80,1,10,56,0,0,无同款商品信息,adidas三叶草运动T恤 BK7772 上市年份季节：2017年夏季 品牌：Adidas/阿迪达斯 服装版型：常规 身高165，98斤穿效果。没有任何瑕疵。正常穿过痕迹 二手闲置不退不换 不包邮不议价免开尊口
2178376040,近期会更新一大波个人闲置商品 新的旧的都有 敬请期待更新哦！来闲鱼1544天了,卖出过234件宝贝,自由职业行业销售,1小时前来过,A,信用极好,东莞,Adidas 阿迪达斯,在售,0,129,1,0,9,0,0,无同款商品信息,Adidas 阿迪达斯 运动速干短袖T恤 尺码Ｌ 衣长70 胸围106 成色如图实拍 保证正品 二手闲置物品 售出不退不换！
3559692571,来闲鱼464天了,卖出过316件宝贝,自由职业行业市场,刚刚擦亮,C,信用良好,长春,阿迪达斯adidas品牌运动短袖，L码，胸围104，衣长67,在售,0,55,1,0,7,1,0,无同款商品信息,阿迪达斯adidas品牌运动短袖，L码，胸围104，衣长67，本人172，体重142斤，可以参考一下上身效果，具体成色见图，单件不议价，墨迹拉黑，不偏远包邮，请购买前沟通清楚好所有问题，二手物品售出不退换
723754682,来闲鱼398天了,卖出过13件宝贝,喜欢摄影、绿植、宠物、时尚、运动、音乐、烘焙、居家、数码,20分钟前来过,A,信用极好,牡丹江,阿迪达斯运动休闲短袖 胜道专卖店购买 桔色 圆领纯棉质量 透,在售,0,39.9,1,0,60,1,0,无同款商品信息,"阿迪达斯运动休闲短袖 胜道专卖店购买 桔色 圆领纯棉质量 透气   M尺码 
二手物品售出不退不换"
657877006,来闲鱼1609天了,卖出过101件宝贝,金融行业，,6小时前来过,A,信用极好,沈阳,全新防晒衣女款两件L码，冬天买的本人胖了粉色标签拆掉仅试穿，,在售,0,42,1,0,116,4,0,无同款商品信息,全新防晒衣女款两件L码，冬天买的本人胖了粉色标签拆掉仅试穿，质量很好！略有一点弹力，有喜欢的转，一件42两件78面料好质量好！不是地摊的质量放心购买二手物品售出不退不换看好再拍！
664745611,来闲鱼671天了,卖出过12件宝贝,工业/制造业行业总经理,连续5天来过,A,信用极好,青岛,低价出售正品斐乐男士运动裤一条XL码180/100A，新旧看,在售,499,158,1,0,127,3,0,无同款商品信息,低价出售正品斐乐男士运动裤一条XL码180/100A，新旧看图片，卫衣，裤子2件套装可打包，二手衣物售出后，概不退换，请慎重下单！
