卖家Id,卖家入驻闲鱼时长,卖家卖出商品数量,卖家职业,卖家访问闲鱼频率,卖家芝麻评级,卖家芝麻信用,卖家发货地址,商品标题,商品状态,商品划线价格,商品售价,商品数量,商品邮费,商品浏览数,商品想要人数,商品点赞数,商品同款信息,商品描述
2196133195,来闲鱼1394天了,卖出过13件宝贝,,连续2天来过,A,信用极好,上海,【JUSLIN】复古质感 飘逸拼接层次感肌理格纹长裙,在售,80,49,1,0,24,1,0,无同款商品信息,"【JUSLIN】复古质感 飘逸拼接层次感肌理格纹长裙
适合春秋，稍微有点厚度！我二手转来没穿过，衣服2件包邮"
217806689,来闲鱼1843天了,卖出过24件宝贝,喜欢电影、摄影、美妆、海淘、美甲,2小时前来过,A,信用极好,天津,一字肩上衣小衫条纹时尚,在售,150,22,1,0,7,0,0,无同款商品信息,"一字肩上衣小衫条纹时尚
s码 全新带吊牌 之前150购入 因夏天收拾衣帽间 出二手衣服  22包邮 衣服很薄很清爽两款 搭配牛仔裤牛仔裤叉黑裤叉均可 很夏日的一款 价格很低 不讲价免开尊口 谢谢！"
3034436021,来闲鱼1147天了,卖出过1922件宝贝,培训行业教师,连续3天来过,B,信用优秀,北京,coach蔻驰包包真假鉴定，,在售,0,19,1,0,247,17,0,无同款商品信息,"coach蔻驰包包真假鉴定， 
需要鉴定的朋友直接发细节图片给我 
本人职业鉴定师 执证上岗
链接里的品牌都可以鉴定。在线时间早上7:30至晚上12:30。
 专业鉴定师    链接为曝光价 需要鉴定私聊

提供图片：

1.包内故事皮牌
2.包包正面图，反面图，侧面图，印花细节图
3.小吊牌
4.金属Logo以及拉链头等五金细节
5.包包内标
6.小票"
414744991,来闲鱼1854天了,卖出过61件宝贝,培训行业高管,46分钟前来过,A,信用极好,芜湖,歪欧呦  tomboy波点裙,在售,0,200,1,0,62,1,0,无同款商品信息,"歪欧呦  tomboy波点裙
借夜铺  甜橙甜  歪欧呦家微店入手
墨绿色 ，全新未穿，所以没拍衣服图片，卖家已经拍的很清楚了。不合适自己而已。
二手商品，想好拍，不退不换。"
719658416,来闲鱼1375天了,卖出过1968件宝贝,贸易行业市场,连续2天来过,A,信用极好,邵阳,纯色个性卫衣,在售,115,40,1,0,47,1,0,无同款商品信息,"纯色个性卫衣
全新，吊牌还在，衣服实在太多了
110斤以内穿轻松驾驭
如图实拍
喜欢小姐姐不要错过，直接付款
二手闲置衣服售出不退不换，不喜欢麻烦"
811114201,来闲鱼339天了,卖出过55件宝贝,文化/艺术行业教师,连续5天来过,A,信用极好,衡阳,edc-s码大红色纯棉斜肩上衣，专柜购买、9成新，二手衣服不,在售,0,20,1,0,13,0,0,无同款商品信息,edc-s码大红色纯棉斜肩上衣，专柜购买、9成新，二手衣服不退款退货、不接受中差评！介意慎拍！（内蒙古新疆西藏辽宁等偏远地区不包邮，其它地区请咨询）
783924867,来闲鱼1963天了,卖出过44件宝贝,贪小便宜者勿扰！事儿妈勿扰！不能及时收货勿扰！,1小时前来过,A,信用极好,南京,森宿碎花雪纺阔腿裤女,在售,0,19,1,7,8,0,0,无同款商品信息,"森宿碎花雪纺阔腿裤女
两三年前买的吧，松紧腰带， 120左右都可以穿，样子很时髦，清理衣橱！这件大概八成新！开诚布公，二手衣服没有损坏，轻微穿着痕迹，不退不换，不刀不包，不是很远的地方可以两件包邮！只图物尽其用！"
2274904591,来闲鱼522天了,卖出过31件宝贝,自由职业行业高管,1小时前来过,A,信用极好,深圳,2020夏装洋气减龄牛仔背带裙女韩版修身显瘦吊带连衣裙A字半,在售,80,36,1,0,35,4,8,无同款商品信息,"2020夏装洋气减龄牛仔背带裙女韩版修身显瘦吊带连衣裙A字半身裙

穿过两次，长胖放衣柜了，适合158mm以内身高穿，102斤以内。收腰显瘦，青春减龄A字裙。只卖裙子，不包括衣服。

二手转卖，诚心交易，物美价廉，所见即所得，不退换。"
1726465191,来闲鱼1554天了,卖出过402件宝贝,只要你是诚心买，价格可以谈，主要是用来清衣柜为主绝对不是要赚你那么十几二十块钱！东西都很新！旧的都扔了！遇到好的买家买了鞋子可以送衣服！我是个很爽快的人，说是专柜正品绝对保真！欢迎和我联系！闲置物品不退不换，这是闲鱼的规矩！,连续2天来过,A,信用极好,北京,ASM ANNA◆盛夏午夜~法式抽绳泡泡袖裙子 小心机碎花连,已售出,249.99,130,0,8,195,3,1,无同款商品信息,"ASM ANNA◆盛夏午夜~法式抽绳泡泡袖裙子 小心机碎花连衣裙女显瘦
绿色长款L码
全新仅拆吊牌，送同款衣服大肠发圈
安娜家正品有购买截图！议价不回质疑真假不回
二手物品不退不换！"
2143518984,来闲鱼875天了,卖出过34件宝贝,国家机关单位行业创始人,连续4天来过,B,信用优秀,贵阳,法式少女超小香风两件套装连衣裙,在售,0,100,1,0,14,1,1,无同款商品信息,"法式少女超小香风两件套装连衣裙
衣服太多，闲置.M码.
（二手物品！纯属自己闲置，不退不换！看清楚再拍！）"
1051545502,来闲鱼1012天了,卖出过48件宝贝,商品一旦售出不退不换,连续2天来过,A,信用极好,广州,雪纺露肩吊带上衣女夏,在售,59,13,1,0,71,2,0,无同款商品信息,"雪纺露肩吊带上衣女夏
清衣柜亏本出
新旧程度：99新
转让原因：衣服太多
相当出个邮费衣服免费送
二手商品售出不退不换
感兴趣的给我留言吧～"
110346023,来闲鱼392天了,卖出过55件宝贝,不缺钱，不缺德，都是自用闲置，详情页写的是什么就是什么！,连续5天来过,A,信用极好,自贡,大码女装2017春季新款胖MM修身显瘦五分喇叭袖针织衫上衣,在售,74.66,25,1,0,58,2,0,无同款商品信息,"大码女装2017春季新款胖MM修身显瘦五分喇叭袖针织衫上衣
颜色分类:黑色,尺码:均码适合140以上穿
衣服9成新！
二手出售，不退不换！"
587189732,来闲鱼1885天了,卖出过364件宝贝,杭州职业技术学院毕业,连续3天来过,A,信用极好,阜阳,二手next正品全棉夏季粉色独角兽短袖连衣裙，自己宝宝穿过的,在售,0,25,1,10,31,0,0,无同款商品信息,二手next正品全棉夏季粉色独角兽短袖连衣裙，自己宝宝穿过的，目测无污渍破损，纯棉面料，穿了几次不记得了，25元不包邮。二手衣服都有穿着痕迹，介意勿扰。
811924639,来闲鱼994天了,卖出过35件宝贝,,15分钟前来过,A,信用极好,赣州,几乎全新！优衣库乔其纱吊带连衣裙 417143 优衣库 ，昨,在售,0,109,1,0,9,0,0,无同款商品信息,几乎全新！优衣库乔其纱吊带连衣裙 417143 优衣库 ，昨天刚刚剪了吊牌洗干净，吊牌都没有丢，现在穿发现太小了，105斤以内的妹子可以考虑，缺点是衣服比较容易皱，每次穿之前需要熨烫。二手物品不退不换。
352877021,来闲鱼743天了,卖出过13件宝贝,二手物品不退不换,43分钟前来过,A,信用极好,哈尔滨,idole奕多春秋季新款V领不规则雪纺中长款连衣…,在售,333.96,78,1,0,13,0,0,无同款商品信息,"idole奕多春秋季新款V领不规则雪纺中长款连衣…
颜色分类红蓝（HN）,尺码165/L
我平时穿裙子不穿丝袜，衣服有静电，所以直接便宜转，9.5新，包邮，偏远地区不包邮。
二手物品不退不换。
二手物品不退不换。"
2.20141E+12,来闲鱼370天了,卖出过22件宝贝,"来闲鱼370天了,卖出过22件宝贝",3小时前来过,C,信用良好,漯河,JUCY&JUDY,在售,0,65,1,0,11,0,0,无同款商品信息,"JUCY&JUDY
廓形外套
大火版
保养的很好
显瘦显腿长
适合春秋
稍厚重 铆钉设计 背后可以收腰 
没穿几次，转给需要的MM（私人二手衣服，不退不换，不包邮，谢谢合作）
​
本交易仅支持邮寄"
3257653467,来闲鱼248天了,卖出过39件宝贝,喜欢音乐,连续4天来过,A,信用极好,武汉,闲置连衣裙两件套，商场买的499元，M码，就穿了两次，衣服多,在售,499,100,1,0,10,0,0,无同款商品信息,"闲置连衣裙两件套，商场买的499元，M码，就穿了两次，衣服多了就放那了，今年穿不下了，九成新，现100元转出，包邮
  二手商品不退不换，介意者勿拍

感兴趣的点“我想要”私信我"
2912450132,来闲鱼621天了,卖出过33件宝贝,个人闲置，自己用的东西都是比较放心的,连续2天来过,B,信用优秀,黔东南,【狂欢价】假两件连衣裙女夏2018新款冷淡风pp…,在售,124,65,1,0,132,2,1,无同款商品信息,"【狂欢价】假两件连衣裙女夏2018新款冷淡风pp…
颜色分类图片色,尺码XL，仅试穿。给妈妈买的小了。
二手物品不退不换"
110346023,来闲鱼392天了,卖出过55件宝贝,不缺钱，不缺德，都是自用闲置，详情页写的是什么就是什么！,连续5天来过,A,信用极好,自贡,2019春秋加大码牛仔外套女胖MM修身短款长袖上衣200斤潮,在售,99,49.9,1,0,63,1,0,无同款商品信息,"2019春秋加大码牛仔外套女胖MM修身短款长袖上衣200斤潮
颜色分类:深蓝色,尺码:2XL【120-150】
衣服9.5成新！
二手出售，不退不换！"
1983018699,来闲鱼1274天了,卖出过20件宝贝,出的都是闲置，所以二手产品一经售出不退不换，请宝贝们慎拍,连续5天来过,A,信用极好,大连,度假沙滩裙m码,在售,199,39,1,0,26,0,0,无同款商品信息,"度假沙滩裙m码
本人167cm、体重108斤
高清无滤镜图，去三亚穿过一次
二手产品一经售出不退不换，慎拍"
110346023,来闲鱼392天了,卖出过55件宝贝,不缺钱，不缺德，都是自用闲置，详情页写的是什么就是什么！,连续5天来过,A,信用极好,自贡,2019秋冬胖MM大码显瘦贴片圣诞老人加肥加大高弹力中长针织,在售,138,42,1,0,43,0,0,无同款商品信息,"2019秋冬胖MM大码显瘦贴片圣诞老人加肥加大高弹力中长针织 毛衣打底外蕾丝底边毛衣胖瘦可穿
颜色分类:黑色,尺码:均码
肩宽：38cm
胸围：96cm
袖长：57cm
衣长：85cm
   
衣服九成新！
二手出售，不退不换！"
834363678,来闲鱼1577天了,卖出过74件宝贝,一个80后的摩羯女，喜欢购物给儿子买！买！买！家有好多闲置的物品，成色都在9成新的！我有空的话就会更新！有需要的朋友可以关注哦！,3小时前来过,A,信用极好,上海,UR女式短袖T恤！黑灰色全棉面料，尺码165/88A，L码，,在售,0,35,1,0,17,1,0,无同款商品信息,UR女式短袖T恤！黑灰色全棉面料，尺码165/88A，L码，衣长69cm，胸围平铺50cm。衣服九成新，无污渍图片无过滤！二手商品不退不换，建议者慎拍！请不要议价，谢谢！小店买一件衣服运费自理，买两件衣服江浙沪包邮，其他地区需要补运费5元！
61888868,来闲鱼1415天了,卖出过104件宝贝,自由职业行业创始人,1天前来过,A,信用极好,北京,gg潮牌拼接款T恤裙全新背面几何箭头印花T恤 材质棉 黑色,在售,299,99,1,0,26,0,0,无同款商品信息,gg潮牌拼接款T恤裙全新背面几何箭头印花T恤 材质棉 黑色 网纱拼接袖 胸围120左右 宽松版型 bf风 细节图上看到的小孔是设计感，整体都有，不是衣服坏了 回来仅试穿 全新有吊牌 二手物品不退换 看好再拍
2747326165,来闲鱼1555天了,卖出过14件宝贝,Academy of Art University毕业,连续2天来过,A,信用极好,北京,全新有吊牌hollister无袖小背心 S码,在售,189,50,1,7,5,0,0,无同款商品信息,"全新有吊牌hollister无袖小背心 S码
衣服前面多加一层内衬，仙女们懂的..
二手物品售出不退换"
110346023,来闲鱼392天了,卖出过55件宝贝,不缺钱，不缺德，都是自用闲置，详情页写的是什么就是什么！,连续5天来过,A,信用极好,自贡,nemow 南梦 蕾丝底冬季羊毛呢背心连衣裙含羊毛成分36%,在售,898,50,1,0,95,5,1,无同款商品信息,"nemow 南梦 蕾丝底冬季羊毛呢背心连衣裙含羊毛成分36% 
型号：s
肩宽：34cm
胸围：80cm
腰围：80cm
衣长：78cm
衣服9成新！
专柜正品购入！
二手出售，不退不换！非诚勿扰！"
515058089,来闲鱼1482天了,卖出过330件宝贝,二手商品不退不换，吹毛求疵者勿拍噢，谢谢合作！全场两件包邮！,3小时前来过,A,信用极好,台北,条纹外套 丝质上衣,在售,0,52,1,0,532,3,0,无同款商品信息,"条纹外套 丝质上衣
入手渠道 ：台北商场
新旧程度：去日本旅行穿过一次
質量非常好！沒有折痕沒有起球！
图片本人实拍，家裡衣服太多！便宜轉！二手物品不退不换！全场两件包邮"
63203125,来闲鱼2011天了,卖出过971件宝贝,议价后不买的请绕行，谢谢配合！不接受无理由退换货，我的问题和我私聊，你的问题请买之前考虑好，谢谢配合！,3小时前来过,A,信用极好,哈尔滨,几乎全新正品champion冠军刺绣短袖t 女款s码,在售,0,80,1,0,72,2,0,无同款商品信息,"几乎全新正品champion冠军刺绣短袖t 女款s码 

只穿了一次
胸围94衣长 58 ，刺绣的logo
s码比国内码偏大一码
无瑕疵，正品，冠军衣服多所以转让！
接受各种形式验货！

二手物品不退不换"
2186686926,来闲鱼694天了,卖出过17件宝贝,现居北京 90后 爱好 旅游 摄影 画画 ,10小时前来过,A,信用极好,北京,夏季荷叶边鱼尾连衣裙,在售,256,72,1,0,13,1,0,无同款商品信息,"夏季荷叶边鱼尾连衣裙
可作为小礼服 也可以平时穿
8成新 喜欢可以拍下
二手衣服不退不换
介意者慎拍
喜欢可以去我主页 还有很多款式"
18445202,来闲鱼1659天了,卖出过288件宝贝,,连续4天来过,A,信用极好,北京,包邮日系女款短袖上衣XL码 有弹性面料柔软舒服,在售,129,19.89,1,0,125,5,0,无同款商品信息,"包邮日系女款短袖上衣XL码 有弹性面料柔软舒服
 显瘦 成色如图 二手衣服不退不换成色如图。同城可自取。"
2874544788,来闲鱼393天了,卖出过1件宝贝,"来闲鱼393天了,卖出过1件宝贝",连续4天来过,B,信用优秀,开封,新款设计宽松套头长袖t,在售,0,20,1,0,7,0,0,无同款商品信息,"新款设计宽松套头长袖t
清新的草绿色很适合春夏 衣服设计很吸眼球 我穿上总会被问衣服是不是穿反了hhh
图片均为实拍 喜欢的私
二手商品不退不换哦"
